"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPREGY","VOPREGY_","VOPMO_C","VOPMO_C_","VOPREGX","VOPREGX_","VOPRGY1","VOPRGY1_","VOPRGY2","VOPRGY2_","VOPRGY3","VOPRGY3_","VOPRGY4","VOPRGY4_"
"20191","03891254","16","0","1","420","D","10","D","54","D","","A","","A","","A","","A"
"20191","03891384","28","0","1","420","D","11","D","54","D","","A","","A","","A","","A"
"20191","03891404","69","0","1","420","D","11","D","85","D","","A","","A","","A","","A"
"20191","03891504","27","0","1","400","D","12","D","50","D","","A","","A","","A","","A"
"20191","03891564","24","0","1","410","D","11","D","20","D","","A","","A","","A","","A"
"20191","03891564","25","0","1","420","D","11","D","70","D","","A","","A","","A","","A"
"20191","03891624","29","0","1","410","D","12","D","32","D","","A","","A","","A","","A"
"20191","03891624","30","0","1","410","D","11","D","20","F","","A","","A","","A","","A"
"20191","03891624","31","0","1","430","D","12","D","","H","425","D","405","D","415","D","","A"
"20191","03891624","31","1","1","405","D","12","D","18","E","","A","","A","","A","","A"
"20191","03891624","31","2","1","420","D","12","D","24","E","","A","","A","","A","","A"
"20191","03891634","23","0","1","400","D","11","D","25","D","","A","","A","","A","","A"
"20191","03891654","37","0","1","410","D","12","D","20","D","","A","","A","","A","","A"
"20191","03891754","32","0","1","405","D","11","D","421","D","","A","","A","","A","","A"
"20191","03891814","23","0","1","420","D","12","D","350","D","","A","","A","","A","","A"
"20191","03891864","24","0","1","410","D","10","D","16","D","","A","","A","","A","","A"
"20191","03892034","39","0","1","420","D","11","D","75","D","","A","","A","","A","","A"
"20191","03892044","24","0","2","405","D","10","D","53","D","","A","","A","","A","","A"
"20191","03892064","25","0","1","405","D","11","D","465","D","","A","","A","","A","","A"
"20191","03892344","49","0","1","420","D","12","D","110","D","","A","","A","","A","","A"
"20191","03892344","50","0","2","420","D","10","D","130","D","","A","","A","","A","","A"
"20191","03892414","19","0","2","420","D","10","D","250","D","","A","","A","","A","","A"
"20191","03892564","53","0","1","420","D","12","D","600","D","","A","","A","","A","","A"
"20191","03892614","24","0","1","420","D","10","D","200","D","","A","","A","","A","","A"
"20191","03892744","35","0","1","420","D","11","D","200","F","","A","","A","","A","","A"
"20191","03892814","23","0","1","430","D","10","D","","H","415","D","410","D","","A","","A"
"20191","03892814","23","1","1","420","D","10","D","12","E","","A","","A","","A","","A"
"20191","03892814","23","2","1","410","D","10","D","2","E","","A","","A","","A","","A"
"20191","03892834","63","0","1","400","D","10","D","32","D","","A","","A","","A","","A"
"20191","03892834","64","0","1","420","D","11","D","535","D","","A","","A","","A","","A"
"20191","03892834","65","0","1","420","D","12","D","261","D","","A","","A","","A","","A"
"20191","03892854","26","0","1","420","D","10","D","90","D","","A","","A","","A","","A"
"20191","03892894","28","0","1","410","D","12","D","7","D","","A","","A","","A","","A"
"20191","03892894","29","0","1","420","D","12","D","75","D","","A","","A","","A","","A"
"20191","03893164","20","0","1","420","D","10","D","80","D","","A","","A","","A","","A"
"20191","03893184","26","0","1","410","D","10","D","47","D","","A","","A","","A","","A"
"20191","03893234","51","0","1","410","D","11","D","35","D","","A","","A","","A","","A"
"20191","03893234","52","0","1","420","D","11","D","100","D","","A","","A","","A","","A"
"20191","03893314","29","0","1","430","D","10","D","","H","425","D","405","D","415","D","","A"
"20191","03893314","29","1","1","405","D","10","D","19","E","","A","","A","","A","","A"
"20191","03893314","29","2","1","420","D","10","D","206","E","","A","","A","","A","","A"
"20191","03893334","51","0","1","405","D","10","D","200","D","","A","","A","","A","","A"
"20191","03893604","34","0","2","405","D","10","D","228","D","","A","","A","","A","","A"
"20191","03893624","27","0","1","410","D","12","D","10","D","","A","","A","","A","","A"
"20191","03893624","28","0","1","420","D","12","D","70","D","","A","","A","","A","","A"
"20191","03893944","63","0","1","405","D","12","D","87","D","","A","","A","","A","","A"
"20191","03893974","19","0","1","405","D","11","D","24","D","","A","","A","","A","","A"
"20191","03894014","47","0","1","420","D","11","D","500","D","","A","","A","","A","","A"
"20191","03894014","48","0","1","400","D","11","D","40","D","","A","","A","","A","","A"
"20191","03894014","49","0","2","400","D","10","D","40","D","","A","","A","","A","","A"
"20191","03894054","13","0","1","400","D","11","D","85","D","","A","","A","","A","","A"
"20191","03894104","38","0","1","420","D","12","D","180","D","","A","","A","","A","","A"
"20191","03894114","40","0","1","400","D","11","D","25","D","","A","","A","","A","","A"
"20191","03894114","41","0","1","430","D","11","D","","H","410","D","415","D","","A","","A"
"20191","03894114","41","1","1","410","D","11","D","12","E","","A","","A","","A","","A"
"20191","03894114","41","2","1","420","D","11","D","78","E","","A","","A","","A","","A"
"20191","03894114","42","0","1","405","D","11","D","150","D","","A","","A","","A","","A"
"20191","03894234","20","0","1","430","D","10","D","","H","415","D","405","D","410","D","","A"
"20191","03894234","20","1","1","420","D","10","D","69","E","","A","","A","","A","","A"
"20191","03894234","20","2","1","405","D","10","D","48","E","","A","","A","","A","","A"
"20191","03894234","20","3","1","410","D","10","D","13","E","","A","","A","","A","","A"
"20191","03894294","25","0","1","400","D","12","D","40","D","","A","","A","","A","","A"
"20191","03894354","34","0","1","410","D","11","D","80","D","","A","","A","","A","","A"
"20191","03894604","42","0","1","420","D","11","D","74","D","","A","","A","","A","","A"
"20191","03894604","43","0","1","410","D","11","D","35","D","","A","","A","","A","","A"
"20191","03894674","40","0","1","405","D","12","D","68","D","","A","","A","","A","","A"
"20191","03894734","63","0","1","420","D","12","D","25","D","","A","","A","","A","","A"
"20191","03894734","64","0","1","420","D","12","D","130","D","","A","","A","","A","","A"
"20191","03894784","38","0","1","420","D","12","D","75","F","","A","","A","","A","","A"
"20191","03894784","39","0","2","400","D","10","D","7","D","","A","","A","","A","","A"
"20191","03894794","16","0","1","405","D","11","D","50","D","","A","","A","","A","","A"
"20191","03894804","21","0","1","420","D","12","D","39","D","","A","","A","","A","","A"
"20191","03894854","38","0","1","410","D","11","D","50","D","","A","","A","","A","","A"
"20191","03894854","39","0","1","420","D","12","D","200","D","","A","","A","","A","","A"
"20191","03894884","57","0","1","420","D","12","D","162","D","","A","","A","","A","","A"
"20191","03895194","22","0","1","430","D","10","D","","H","415","D","405","D","425","D","","A"
"20191","03895194","22","1","1","420","D","10","D","47","E","","A","","A","","A","","A"
"20191","03895194","22","2","1","405","D","10","D","33","E","","A","","A","","A","","A"
"20191","03895254","37","0","1","400","D","12","D","15","D","","A","","A","","A","","A"
"20191","03895324","43","0","2","420","D","10","D","1040","D","","A","","A","","A","","A"
"20191","03895334","51","0","1","410","D","11","D","70","F","","A","","A","","A","","A"
"20191","03895514","38","0","1","420","D","12","D","250","D","","A","","A","","A","","A"
"20191","03895604","25","0","1","410","D","12","D","40","D","","A","","A","","A","","A"
"20191","03895684","43","0","1","405","D","12","D","1800","D","","A","","A","","A","","A"
"20191","03895854","35","0","1","410","D","11","D","26","D","","A","","A","","A","","A"
"20191","03895854","36","0","1","420","D","12","D","90","D","","A","","A","","A","","A"
"20191","03895944","67","0","1","410","D","11","D","195","D","","A","","A","","A","","A"
"20191","03895944","68","0","1","420","D","11","D","875","D","","A","","A","","A","","A"
"20191","03895954","72","0","1","420","D","11","D","280","D","","A","","A","","A","","A"
"20191","03895994","60","0","1","420","D","12","D","86","D","","A","","A","","A","","A"
"20191","03895994","61","0","1","400","D","12","D","25","D","","A","","A","","A","","A"
"20191","03896154","46","0","1","410","D","11","D","8","D","","A","","A","","A","","A"
"20191","03896154","47","0","1","420","D","11","D","75","D","","A","","A","","A","","A"
"20191","03896364","44","0","1","400","D","12","D","498","D","","A","","A","","A","","A"
"20191","03896444","36","0","1","430","D","10","D","","H","415","D","400","D","","A","","A"
"20191","03896444","36","1","1","420","D","10","D","95","E","","A","","A","","A","","A"
"20191","03896444","36","2","1","400","D","10","D","25","E","","A","","A","","A","","A"
"20191","03896554","27","0","1","405","D","12","D","150","D","","A","","A","","A","","A"
"20191","03896554","28","0","2","420","D","10","D","307","D","","A","","A","","A","","A"
"20191","03896584","17","0","1","400","D","11","D","22","D","","A","","A","","A","","A"
"20191","03896584","18","0","1","420","D","11","D","54","D","","A","","A","","A","","A"
"20191","03896584","19","0","1","420","D","12","D","54","D","","A","","A","","A","","A"
"20191","03896604","30","0","1","410","D","10","D","25","D","","A","","A","","A","","A"
"20191","03896604","31","0","1","420","D","10","D","70","D","","A","","A","","A","","A"
"20191","03896764","38","0","1","410","D","11","D","95","D","","A","","A","","A","","A"
"20191","03896794","12","0","1","420","D","12","D","400","D","","A","","A","","A","","A"
"20191","03896804","34","0","1","420","D","12","D","120","D","","A","","A","","A","","A"
"20191","03896834","71","0","2","420","D","10","D","502","D","","A","","A","","A","","A"
"20191","03896964","94","0","1","410","D","12","D","25","D","","A","","A","","A","","A"
"20191","03896964","95","0","1","420","D","12","D","73","D","","A","","A","","A","","A"
"20191","03897054","57","0","1","420","D","11","D","18","D","","A","","A","","A","","A"
"20191","03897064","35","0","1","400","D","12","D","60","D","","A","","A","","A","","A"
"20191","03897094","39","0","1","420","D","12","D","40","D","","A","","A","","A","","A"
"20191","03897094","40","0","1","405","D","12","D","740","D","","A","","A","","A","","A"
"20191","03897164","27","0","1","420","D","11","D","50","D","","A","","A","","A","","A"
"20191","03897204","39","0","1","420","D","11","D","126","D","","A","","A","","A","","A"
"20191","03897214","19","0","2","420","D","10","D","190","D","","A","","A","","A","","A"
"20191","03897374","46","0","1","405","D","10","D","191","D","","A","","A","","A","","A"
"20191","03897374","47","0","1","405","D","10","D","721","D","","A","","A","","A","","A"
"20191","03897474","30","0","1","420","D","11","D","62","D","","A","","A","","A","","A"
"20191","03897504","23","0","1","410","D","12","D","25","D","","A","","A","","A","","A"
"20191","03897504","24","0","1","420","D","12","D","75","D","","A","","A","","A","","A"
"20191","03897564","90","0","1","410","D","11","D","16","D","","A","","A","","A","","A"
"20191","03897564","91","0","1","405","D","12","D","35","D","","A","","A","","A","","A"
"20191","03897584","38","0","1","410","D","10","D","25","D","","A","","A","","A","","A"
"20191","03897584","39","0","1","420","D","10","D","206","D","","A","","A","","A","","A"
"20191","03897584","40","0","1","420","D","10","D","210","D","","A","","A","","A","","A"
"20191","03897764","27","0","1","420","D","12","D","55","D","","A","","A","","A","","A"
"20191","03897954","57","0","1","410","D","12","D","130","D","","A","","A","","A","","A"
"20191","03897954","58","0","1","420","D","12","D","42","D","","A","","A","","A","","A"
"20191","03897984","59","0","1","420","D","12","D","221","D","","A","","A","","A","","A"
"20191","03897984","60","0","2","400","D","10","D","26","D","","A","","A","","A","","A"
"20191","03898024","60","0","1","420","D","12","D","180","D","","A","","A","","A","","A"
"20191","03898104","39","0","1","400","D","11","D","24","D","","A","","A","","A","","A"
"20191","03898274","30","0","1","420","D","10","D","198","D","","A","","A","","A","","A"
"20191","03898384","37","0","1","400","D","11","D","20","D","","A","","A","","A","","A"
"20191","03898404","49","0","1","420","D","12","D","101","D","","A","","A","","A","","A"
"20191","03898494","37","0","1","405","D","12","D","450","D","","A","","A","","A","","A"
"20191","03898584","16","0","2","400","D","10","D","70","D","","A","","A","","A","","A"
"20191","03898714","27","0","1","410","D","11","D","35","D","","A","","A","","A","","A"
"20191","03898714","28","0","1","420","D","11","D","50","D","","A","","A","","A","","A"
"20191","03898784","60","0","1","400","D","12","D","15","D","","A","","A","","A","","A"
"20191","03898784","61","0","1","410","D","11","D","25","D","","A","","A","","A","","A"
"20191","03898784","62","0","1","420","D","12","D","56","D","","A","","A","","A","","A"
"20191","03898814","25","0","1","420","D","12","D","200","F","","A","","A","","A","","A"
"20191","03898814","26","0","1","400","D","12","D","200","F","","A","","A","","A","","A"
"20191","03898884","22","0","1","410","D","11","D","7","D","","A","","A","","A","","A"
"20191","03898884","23","0","1","420","D","11","D","95","D","","A","","A","","A","","A"
"20191","03898954","10","0","1","405","D","11","D","200","D","","A","","A","","A","","A"
"20191","03898984","51","0","1","420","D","10","D","180","D","","A","","A","","A","","A"
"20191","03899274","44","0","1","400","D","10","D","8","D","","A","","A","","A","","A"
"20191","03899284","37","0","1","420","D","10","D","150","D","","A","","A","","A","","A"
"20191","03899304","38","0","2","430","D","10","D","","H","415","D","400","D","","A","","A"
"20191","03899304","38","1","2","420","D","10","D","38","E","","A","","A","","A","","A"
"20191","03899304","38","2","2","400","D","10","D","16","E","","A","","A","","A","","A"
"20191","03899314","14","0","1","410","D","10","D","42","D","","A","","A","","A","","A"
"20191","03899324","35","0","1","420","D","12","D","374","D","","A","","A","","A","","A"
"20191","03899324","36","0","1","420","D","12","D","532","D","","A","","A","","A","","A"
"20191","03899344","53","0","1","410","D","12","D","43","D","","A","","A","","A","","A"
"20191","03899344","54","0","1","420","D","12","D","151","D","","A","","A","","A","","A"
"20191","03899384","68","0","1","420","D","11","D","45","D","","A","","A","","A","","A"
"20191","03899384","69","0","1","405","D","12","D","221","D","","A","","A","","A","","A"
"20191","03899534","11","0","1","400","D","10","D","25","D","","A","","A","","A","","A"
"20191","03899564","42","0","1","420","D","11","D","100","D","","A","","A","","A","","A"
"20191","03899604","45","0","1","420","D","12","D","100","D","","A","","A","","A","","A"
"20191","03899804","45","0","1","420","D","10","D","95","D","","A","","A","","A","","A"
"20191","03899814","25","0","1","405","D","11","D","1043","D","","A","","A","","A","","A"
"20191","03899824","25","0","1","420","D","10","D","65","D","","A","","A","","A","","A"
"20191","03899904","59","0","1","430","D","10","D","","H","400","D","415","D","","A","","A"
"20191","03899904","59","1","1","400","D","10","D","31","E","","A","","A","","A","","A"
"20191","03899904","59","2","1","420","D","10","D","117","E","","A","","A","","A","","A"
"20191","03899934","55","0","1","430","D","12","D","","H","410","D","415","D","","A","","A"
"20191","03899934","55","1","1","410","D","12","D","12","E","","A","","A","","A","","A"
"20191","03899934","55","2","1","420","D","12","D","73","E","","A","","A","","A","","A"
"20191","03899954","33","0","1","420","D","12","D","84","D","","A","","A","","A","","A"
"20191","03900084","30","0","1","400","D","11","D","24","D","","A","","A","","A","","A"
"20191","03900254","14","0","1","400","D","11","D","60","D","","A","","A","","A","","A"
"20191","03900344","14","0","1","405","D","12","D","70","D","","A","","A","","A","","A"
"20191","03900484","56","0","1","420","D","12","D","146","D","","A","","A","","A","","A"
"20191","03900564","37","0","1","400","D","11","D","50","D","","A","","A","","A","","A"
"20191","03900564","38","0","1","420","D","11","D","56","D","","A","","A","","A","","A"
"20191","03900584","35","0","2","420","D","10","D","280","D","","A","","A","","A","","A"
"20191","03900744","28","0","1","400","D","11","D","11","D","","A","","A","","A","","A"
"20191","03900884","110","0","1","420","D","11","D","330","D","","A","","A","","A","","A"
"20191","03900964","25","0","2","400","D","10","D","40","D","","A","","A","","A","","A"
"20191","03901004","18","0","1","420","D","10","D","118","D","","A","","A","","A","","A"
"20191","03901064","30","0","1","420","D","11","D","250","D","","A","","A","","A","","A"
"20191","03901064","31","0","1","420","D","12","D","250","D","","A","","A","","A","","A"
"20191","03901084","28","0","1","420","D","10","D","30","D","","A","","A","","A","","A"
"20191","03901104","54","0","1","420","D","11","D","75","D","","A","","A","","A","","A"
"20191","03901104","55","0","2","420","D","10","D","75","D","","A","","A","","A","","A"
"20191","03901284","25","0","1","420","D","12","D","250","D","","A","","A","","A","","A"
"20191","03901504","55","0","1","420","D","12","D","101","D","","A","","A","","A","","A"
"20191","03901504","56","0","1","420","D","10","D","40","D","","A","","A","","A","","A"
"20191","03901514","25","0","1","420","D","10","D","158","D","","A","","A","","A","","A"
"20191","03901584","71","0","1","420","D","12","D","324","D","","A","","A","","A","","A"
"20191","03901664","40","0","1","430","D","11","D","","H","415","D","410","D","","A","","A"
"20191","03901664","40","1","1","420","D","11","D","68","E","","A","","A","","A","","A"
"20191","03901664","40","2","1","410","D","11","D","10","E","","A","","A","","A","","A"
"20191","03901734","27","0","1","410","D","11","D","35","D","","A","","A","","A","","A"
"20191","03901734","28","0","1","410","D","12","D","35","D","","A","","A","","A","","A"
"20191","03901734","29","0","1","420","D","12","D","100","D","","A","","A","","A","","A"
"20191","03901814","37","0","1","420","D","12","D","80","D","","A","","A","","A","","A"
"20191","03901854","63","0","2","420","D","10","D","52","D","","A","","A","","A","","A"
"20191","03901884","44","0","2","410","D","10","D","37","D","","A","","A","","A","","A"
"20191","03901904","30","0","1","410","D","12","D","37","D","","A","","A","","A","","A"
"20191","03901964","55","0","1","420","D","12","D","101","D","","A","","A","","A","","A"
"20191","03902044","47","0","1","420","D","12","D","100","D","","A","","A","","A","","A"
"20191","03902054","31","0","1","420","D","01","D","42","D","","A","","A","","A","","A"
"20191","03902254","29","0","1","410","D","12","D","30","D","","A","","A","","A","","A"
"20191","03902254","30","0","1","420","D","12","D","122","D","","A","","A","","A","","A"
"20191","03902354","31","0","1","410","D","11","D","10","D","","A","","A","","A","","A"
"20191","03902544","38","0","1","420","D","01","D","200","D","","A","","A","","A","","A"
"20191","03902544","39","0","1","405","D","01","D","777","F","","A","","A","","A","","A"
"20191","03902944","30","0","1","405","D","11","D","1400","D","","A","","A","","A","","A"
"20191","03903164","51","0","1","410","D","12","D","35","D","","A","","A","","A","","A"
"20191","03903204","34","0","1","420","D","12","D","4","D","","A","","A","","A","","A"
"20191","03903334","52","0","1","400","D","01","D","30","D","","A","","A","","A","","A"
"20191","03903404","66","0","2","420","D","11","D","46","D","","A","","A","","A","","A"
"20191","03903474","29","0","1","420","D","01","D","35","D","","A","","A","","A","","A"
"20191","03903504","29","0","1","430","D","01","D","","H","405","D","415","D","","A","","A"
"20191","03903504","29","1","1","405","D","01","D","125","E","","A","","A","","A","","A"
"20191","03903504","29","2","1","420","D","01","D","178","E","","A","","A","","A","","A"
"20191","03903564","48","0","1","410","D","12","D","50","D","","A","","A","","A","","A"
"20191","03903634","67","0","1","405","D","01","D","310","D","","A","","A","","A","","A"
"20191","03903644","33","0","1","430","D","01","D","","H","415","D","425","D","405","D","410","D"
"20191","03903644","33","1","1","420","D","01","D","132","E","","A","","A","","A","","A"
"20191","03903644","33","2","1","405","D","01","D","93","E","","A","","A","","A","","A"
"20191","03903644","33","3","1","410","D","01","D","25","E","","A","","A","","A","","A"
"20191","03903694","27","0","1","420","D","12","D","70","D","","A","","A","","A","","A"
"20191","03903814","25","0","1","420","D","12","D","107","D","","A","","A","","A","","A"
"20191","03903904","49","0","1","405","D","12","D","700","D","","A","","A","","A","","A"
"20191","03903924","77","0","1","420","D","11","D","200","D","","A","","A","","A","","A"
"20191","03904254","34","0","1","420","D","11","D","168","D","","A","","A","","A","","A"
"20191","03904404","11","0","1","420","D","01","D","60","F","","A","","A","","A","","A"
"20191","03904444","35","0","1","420","D","01","D","576","D","","A","","A","","A","","A"
"20191","03904464","52","0","1","410","D","01","D","35","D","","A","","A","","A","","A"
"20191","03904594","33","0","1","420","D","11","D","135","D","","A","","A","","A","","A"
"20191","03904624","27","0","1","420","D","11","D","75","D","","A","","A","","A","","A"
"20191","03904624","28","0","1","420","D","01","D","103","D","","A","","A","","A","","A"
"20191","03904704","27","0","1","410","D","11","D","480","D","","A","","A","","A","","A"
"20191","03904704","28","0","1","420","D","11","D","480","D","","A","","A","","A","","A"
"20191","03904734","40","0","1","420","D","01","D","125","D","","A","","A","","A","","A"
"20191","03904774","57","0","1","420","D","12","D","96","D","","A","","A","","A","","A"
"20191","03904784","49","0","1","420","D","12","D","150","D","","A","","A","","A","","A"
"20191","03904814","20","0","1","420","D","01","D","249","D","","A","","A","","A","","A"
"20191","03904844","38","0","1","420","D","12","D","150","D","","A","","A","","A","","A"
"20191","03904984","24","0","1","410","D","11","D","7","D","","A","","A","","A","","A"
"20191","03904984","25","0","1","420","D","11","D","75","D","","A","","A","","A","","A"
"20191","03904994","61","0","1","420","D","01","D","142","D","","A","","A","","A","","A"
"20191","03905004","37","0","1","420","D","01","D","84","D","","A","","A","","A","","A"
"20191","03905024","23","0","1","420","D","01","D","125","D","","A","","A","","A","","A"
"20191","03905034","22","0","1","420","D","01","D","80","D","","A","","A","","A","","A"
"20191","03905224","28","0","1","400","D","11","D","27","D","","A","","A","","A","","A"
"20191","03905254","82","0","1","420","D","12","D","185","D","","A","","A","","A","","A"
"20191","03905394","27","0","1","400","D","01","D","35","D","","A","","A","","A","","A"
"20191","03905394","28","0","1","405","D","12","D","170","D","","A","","A","","A","","A"
"20191","03905414","32","0","1","420","D","01","D","69","D","","A","","A","","A","","A"
"20191","03905774","35","0","1","420","D","12","D","350","D","","A","","A","","A","","A"
"20191","03905934","52","0","1","420","D","12","D","50","D","","A","","A","","A","","A"
"20191","03906004","82","0","1","420","D","01","D","2525","D","","A","","A","","A","","A"
"20191","03906024","37","0","2","420","D","11","D","504","D","","A","","A","","A","","A"
"20191","03906154","61","0","1","430","D","12","D","","H","410","D","425","D","415","D","","A"
"20191","03906154","61","1","1","410","D","12","D","20","E","","A","","A","","A","","A"
"20191","03906154","61","2","1","420","D","12","D","105","E","","A","","A","","A","","A"
"20191","03906154","62","0","1","430","D","01","D","","H","410","D","425","D","415","D","","A"
"20191","03906154","62","1","1","410","D","01","D","47","E","","A","","A","","A","","A"
"20191","03906154","62","2","1","420","D","01","D","248","E","","A","","A","","A","","A"
"20191","03906294","59","0","1","420","D","11","D","175","D","","A","","A","","A","","A"
"20191","03906294","60","0","2","420","D","11","D","187","D","","A","","A","","A","","A"
"20191","03906344","22","0","1","400","D","01","D","38","D","","A","","A","","A","","A"
"20191","03906404","36","0","2","410","D","11","D","40","D","","A","","A","","A","","A"
"20191","03906444","53","0","1","420","D","01","D","80","D","","A","","A","","A","","A"
"20191","03906464","48","0","1","400","D","12","D","200","D","","A","","A","","A","","A"
"20191","03906464","49","0","2","420","D","11","D","77","D","","A","","A","","A","","A"
"20191","03906484","46","0","2","420","D","11","D","66","D","","A","","A","","A","","A"
"20191","03906524","34","0","1","405","D","12","D","100","D","","A","","A","","A","","A"
"20191","03906574","31","0","1","430","D","12","D","","H","405","D","415","D","","A","","A"
"20191","03906574","31","1","1","405","D","12","D","199","E","","A","","A","","A","","A"
"20191","03906574","31","2","1","420","D","12","D","83","E","","A","","A","","A","","A"
"20191","03906584","64","0","1","420","D","12","D","150","D","","A","","A","","A","","A"
"20191","03906624","52","0","1","420","D","12","D","109","D","","A","","A","","A","","A"
"20191","03906634","45","0","1","420","D","01","D","305","D","","A","","A","","A","","A"
"20191","03906684","45","0","1","400","D","01","D","30","D","","A","","A","","A","","A"
"20191","03906684","46","0","2","420","D","11","D","101","D","","A","","A","","A","","A"
"20191","03906704","79","0","1","420","D","01","D","100","D","","A","","A","","A","","A"
"20191","03906744","40","0","1","400","D","12","D","11","D","","A","","A","","A","","A"
"20191","03906764","48","0","1","420","D","01","D","101","D","","A","","A","","A","","A"
"20191","03906804","34","0","1","420","D","11","D","27","D","","A","","A","","A","","A"
"20191","03906904","62","0","1","420","D","01","D","75","D","","A","","A","","A","","A"
"20191","03906944","31","0","1","420","D","01","D","190","D","","A","","A","","A","","A"
"20191","03906974","35","0","1","410","D","01","D","50","D","","A","","A","","A","","A"
"20191","03906974","36","0","1","420","D","01","D","150","D","","A","","A","","A","","A"
"20191","03906984","67","0","2","420","D","11","D","495","D","","A","","A","","A","","A"
"20191","03907114","19","0","1","420","D","01","D","55","D","","A","","A","","A","","A"
"20191","03907204","27","0","1","410","D","01","D","35","D","","A","","A","","A","","A"
"20191","03907264","33","0","2","420","D","11","D","100","D","","A","","A","","A","","A"
"20191","03907614","63","0","1","420","D","12","D","24","D","","A","","A","","A","","A"
"20191","03907614","64","0","1","410","D","01","D","60","D","","A","","A","","A","","A"
"20191","03907674","34","0","1","420","D","01","D","115","D","","A","","A","","A","","A"
"20191","03907724","92","0","1","400","D","12","D","13","D","","A","","A","","A","","A"
"20191","03907724","93","0","2","430","D","11","D","","H","415","D","405","D","410","D","","A"
"20191","03907724","93","1","2","420","D","11","D","214","E","","A","","A","","A","","A"
"20191","03907724","93","2","2","405","D","11","D","150","E","","A","","A","","A","","A"
"20191","03907724","93","3","2","410","D","11","D","42","E","","A","","A","","A","","A"
"20191","03908124","54","0","1","430","D","01","D","","H","425","D","405","D","415","D","","A"
"20191","03908124","54","1","1","405","D","01","D","127","E","","A","","A","","A","","A"
"20191","03908124","54","2","1","420","D","01","D","83","E","","A","","A","","A","","A"
"20191","03908204","43","0","1","420","D","12","D","300","D","","A","","A","","A","","A"
"20191","03908364","22","0","2","420","D","11","D","79","D","","A","","A","","A","","A"
"20191","03908404","32","0","1","400","D","12","D","60","D","","A","","A","","A","","A"
"20191","03908474","62","0","2","420","D","11","D","83","D","","A","","A","","A","","A"
"20191","03908534","89","0","1","400","D","01","D","48","D","","A","","A","","A","","A"
"20191","03908544","42","0","1","405","D","12","D","700","D","","A","","A","","A","","A"
"20191","03908664","37","0","1","420","D","11","D","161","D","","A","","A","","A","","A"
"20191","03908664","38","0","2","420","D","11","D","140","D","","A","","A","","A","","A"
"20191","03908744","30","0","2","400","D","11","D","18","D","","A","","A","","A","","A"
"20191","03908744","31","0","2","420","D","11","D","111","D","","A","","A","","A","","A"
"20191","03908834","20","0","1","430","D","12","D","","H","410","D","415","D","","A","","A"
"20191","03908834","20","1","1","410","D","12","D","10","E","","A","","A","","A","","A"
"20191","03908834","20","2","1","420","D","12","D","69","E","","A","","A","","A","","A"
"20191","03908924","73","0","1","400","D","01","D","54","D","","A","","A","","A","","A"
"20191","03908994","32","0","1","400","D","12","D","15","D","","A","","A","","A","","A"
"20191","03909034","14","0","1","430","D","01","D","","H","415","D","410","D","","A","","A"
"20191","03909034","14","1","1","420","D","01","D","172","E","","A","","A","","A","","A"
"20191","03909034","14","2","1","410","D","01","D","28","E","","A","","A","","A","","A"
"20191","03909094","44","0","1","420","D","12","D","200","D","","A","","A","","A","","A"
"20191","03909404","39","0","1","420","D","11","D","90","D","","A","","A","","A","","A"
"20191","03909544","42","0","2","400","D","11","D","25","D","","A","","A","","A","","A"
"20191","03909564","34","0","1","410","D","12","D","16","D","","A","","A","","A","","A"
"20191","03909624","22","0","1","420","D","12","D","100","D","","A","","A","","A","","A"
"20191","03909624","23","0","1","400","D","12","D","100","D","","A","","A","","A","","A"
"20191","03909644","38","0","1","420","D","12","D","121","D","","A","","A","","A","","A"
"20191","03909654","18","0","1","420","D","11","D","2000","D","","A","","A","","A","","A"
"20191","03909694","41","0","1","405","D","11","D","175","D","","A","","A","","A","","A"
"20191","03909804","25","0","1","400","D","01","D","25","D","","A","","A","","A","","A"
"20191","03909974","40","0","1","420","D","11","D","210","D","","A","","A","","A","","A"
"20191","03910024","69","0","1","420","D","01","D","407","D","","A","","A","","A","","A"
"20191","03910094","24","0","1","420","D","12","D","38","D","","A","","A","","A","","A"
"20191","03910124","46","0","1","430","D","12","D","","H","405","D","415","D","","A","","A"
"20191","03910124","46","1","1","405","D","12","D","45","E","","A","","A","","A","","A"
"20191","03910124","46","2","1","420","D","12","D","30","E","","A","","A","","A","","A"
"20191","03910134","47","0","1","400","D","01","D","85","D","","A","","A","","A","","A"
"20191","03910204","39","0","1","420","D","01","D","35","D","","A","","A","","A","","A"
"20191","03910234","28","0","1","420","D","01","D","150","D","","A","","A","","A","","A"
"20191","03910244","62","0","1","420","D","01","D","93","D","","A","","A","","A","","A"
"20191","03910244","63","0","1","420","D","11","D","93","D","","A","","A","","A","","A"
"20191","03910244","64","0","1","420","D","12","D","93","D","","A","","A","","A","","A"
"20191","03910244","65","0","1","405","D","12","D","2659","D","","A","","A","","A","","A"
"20191","03910254","26","0","1","405","D","11","D","660","F","","A","","A","","A","","A"
"20191","03910304","34","0","1","430","D","12","D","","H","425","D","405","D","415","D","","A"
"20191","03910304","34","1","1","420","D","12","D","2","E","","A","","A","","A","","A"
"20191","03910304","34","2","1","405","D","12","D","17","E","","A","","A","","A","","A"
"20191","03910304","34","3","1","420","D","12","D","11","E","","A","","A","","A","","A"
