"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MAJAPPLY","MAJA_PLY","GFTC_MAJ","GFTC0MAJ","MAJ_MO","MAJ_MO_","MAJPURX","MAJPURX_","MAJRENTX","MAJR_NTX","MAJINSTX","MAJI_STX","MJAPPL1","MJAPPL1_","MJAPPL2","MJAPPL2_","MJAPPL3","MJAPPL3_","MJAPPL4","MJAPPL4_","MJAPPL5","MJAPPL5_","MJAPPL6","MJAPPL6_","MJAPPL7","MJAPPL7_","MJAPPL8","MJAPPL8_","MJAPPL9","MJAPPL9_"
"20191","03891244","1","0","1","195","D","1","D","11","D","260","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03891244","2","0","2","120","D","1","D","10","D","86","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03891704","1","0","1","100","D","1","D","11","D","1495","D","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03891704","2","0","1","180","D","1","D","12","D","379","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03891864","1","0","1","195","D","1","D","10","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03891864","2","0","1","195","D","1","D","10","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03892024","1","0","1","100","D","1","D","10","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03892084","1","0","1","120","D","1","D","11","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03893054","1","0","1","195","D","1","D","12","D","1295","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03893484","1","0","1","140","D","1","D","10","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03894104","1","0","1","195","D","1","D","11","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03894244","1","0","1","140","D","1","D","12","D","582","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03894244","2","0","1","140","D","1","D","12","D","684","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03894914","1","0","1","140","D","1","D","10","D","708","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03895324","1","0","2","100","D","1","D","10","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03895334","1","0","1","195","D","1","D","12","D","480","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03895944","1","0","1","195","D","1","D","10","D","4400","D","","A","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03896234","1","0","2","180","D","1","D","10","D","112","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03896364","1","0","1","120","D","1","D","11","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03896844","1","0","1","120","D","1","D","10","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03896844","2","0","1","195","D","1","D","11","D","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03897524","1","0","1","220","D","1","D","12","D","","H","","A","","A","220","D","120","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03897524","1","1","1","120","D","1","D","12","D","86","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03897584","1","0","1","220","D","3","D","10","D","","H","","A","","A","100","D","140","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03897584","1","1","1","100","D","3","D","10","D","369","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03897584","1","2","1","140","D","3","D","10","D","656","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03897904","1","0","1","195","D","1","D","10","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03898384","1","0","1","140","D","1","D","11","D","1700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03898934","1","0","2","120","D","1","D","10","D","322","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03899314","1","0","1","195","D","1","D","12","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03899544","1","0","1","195","D","1","D","11","D","850","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03900124","1","0","1","195","D","1","D","11","D","321","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03900394","1","0","2","195","D","1","D","10","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03900484","1","0","1","195","D","1","D","11","D","482","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03900484","2","0","1","120","D","1","D","11","D","32","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03900824","1","0","2","120","D","1","D","10","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03901674","1","0","1","140","D","1","D","11","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03901824","1","0","1","220","D","1","D","11","D","","H","","A","","H","100","D","140","D","160","D","120","D","","A","","A","","A","","A","","A"
"20191","03901824","1","1","1","100","D","1","D","11","D","602","E","","A","5","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03901824","1","2","1","140","D","1","D","11","D","664","E","","A","5","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03901824","1","3","1","160","D","1","D","11","D","662","E","","A","5","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03901824","1","4","1","120","D","1","D","11","D","126","E","","A","5","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03902544","1","0","1","140","D","1","D","12","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03902564","1","0","1","140","D","1","D","11","D","435","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03902814","1","0","1","100","D","1","D","01","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03902814","2","0","1","160","D","1","D","01","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03903154","1","0","1","100","D","1","D","01","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03903294","1","0","1","140","D","1","D","12","D","680","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03903424","1","0","2","100","D","1","D","11","D","865","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03903424","2","0","2","195","D","1","D","11","D","464","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03904964","1","0","1","140","D","1","D","01","D","1100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03905414","1","0","1","160","D","1","D","12","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03905414","2","0","2","100","D","1","D","11","D","319","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03905414","3","0","2","140","D","1","D","11","D","689","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03905744","1","0","1","195","D","1","D","01","D","600","D","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03906054","1","0","1","140","D","1","D","11","D","1000","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03906174","1","0","1","195","D","1","D","12","D","1600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03906334","1","0","1","195","D","1","D","01","D","480","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03906534","1","0","1","195","D","1","D","01","D","1977","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03906684","1","0","1","195","D","1","D","01","D","1900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03906944","1","0","2","140","D","1","D","11","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03907674","1","0","1","140","D","1","D","12","D","225","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03907704","1","0","2","220","D","1","D","11","D","","H","","A","","A","120","D","140","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03907704","1","1","2","120","D","1","D","11","D","454","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03907704","1","2","2","140","D","1","D","11","D","1477","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03907824","1","0","1","120","D","1","D","12","D","104","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03908154","1","0","1","100","D","1","D","01","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03908154","2","0","1","160","D","1","D","01","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03908534","1","0","2","140","D","1","D","11","D","636","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03909104","1","0","1","195","D","1","D","11","D","2328","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03909104","2","0","1","195","D","1","D","11","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03909494","1","0","1","100","D","1","D","11","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03909974","1","0","1","195","D","1","D","12","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03910764","1","0","2","140","D","1","D","11","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03911164","1","0","2","120","D","1","D","11","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03912044","1","0","1","195","D","1","D","01","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03912054","1","0","1","195","D","1","D","12","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03912194","1","0","1","120","D","1","D","11","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03912294","1","0","2","120","D","1","D","11","D","139","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03912554","1","0","1","120","D","1","D","12","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03922844","1","0","1","195","D","1","D","12","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03923534","1","0","1","195","D","1","D","01","D","1400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03923934","1","0","1","195","D","1","D","01","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03923974","1","0","1","120","D","1","D","01","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03924004","1","0","1","140","D","1","D","12","D","540","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03924004","2","0","1","160","D","1","D","12","D","360","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03924444","1","0","1","140","D","1","D","02","D","1917","D","","A","9","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03925034","1","0","2","220","D","1","D","12","D","","H","","A","","A","100","D","140","D","160","D","120","D","","A","","A","","A","","A","","A"
"20191","03925034","1","1","2","100","D","1","D","12","D","5394","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03925034","1","2","2","140","D","1","D","12","D","376","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03925034","1","3","2","160","D","1","D","12","D","1003","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03925034","1","4","2","120","D","1","D","12","D","227","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03925834","1","0","1","120","D","1","D","02","D","161","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03928054","1","0","1","120","D","1","D","01","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03928424","1","0","2","120","D","1","D","12","D","77","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03928504","1","0","1","195","D","1","D","02","D","650","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03928934","1","0","1","160","D","1","D","01","D","800","D","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03929364","1","0","1","195","D","1","D","02","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03929364","2","0","1","140","D","1","D","02","D","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03929534","1","0","1","195","D","1","D","02","D","714","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03929544","1","0","2","120","D","1","D","12","D","95","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03930174","1","0","1","195","D","1","D","01","D","1744","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03930544","1","0","1","195","D","2","D","","A","","A","87","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03930954","1","0","2","195","D","1","D","12","D","850","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03930954","2","0","2","120","D","1","D","12","D","67","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03931114","1","0","2","100","D","1","D","12","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03931464","1","0","1","195","D","1","D","02","D","1754","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03932964","1","0","1","140","D","1","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03933004","1","0","1","120","D","1","D","12","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03944033","1","0","1","195","D","1","D","12","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03944143","1","0","1","140","D","1","D","10","D","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03944313","1","0","1","140","D","1","D","11","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03945563","1","0","1","160","D","1","D","10","D","515","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03945683","1","0","1","120","D","1","D","11","D","229","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03946793","1","0","1","140","D","1","D","12","D","214","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03946793","2","0","1","195","D","1","D","11","D","267","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03946943","1","0","1","195","D","1","D","11","D","1400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03947133","1","0","1","195","D","1","D","12","D","428","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03947793","1","0","1","120","D","1","D","12","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03947813","1","0","1","210","D","1","D","11","D","162","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03948343","1","0","1","220","D","1","D","11","D","","H","","A","","A","220","D","120","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03948343","1","1","1","120","D","1","D","11","D","124","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03948343","1","2","1","180","D","1","D","11","D","76","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03948463","1","0","1","195","D","1","D","12","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03948513","1","0","1","195","D","1","D","12","D","2200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03949103","1","0","1","140","D","1","D","10","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03950203","1","0","1","100","D","1","D","12","D","632","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03950233","1","0","1","140","D","1","D","11","D","1949","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03950833","1","0","1","120","D","1","D","11","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03950953","1","0","1","160","D","3","D","11","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03951113","1","0","1","120","D","1","D","11","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03951293","1","0","1","120","D","1","D","12","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03951693","1","0","1","195","D","1","D","11","D","2175","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03952023","1","0","1","195","D","1","D","10","D","1100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03952593","1","0","1","195","D","1","D","11","D","221","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03952653","1","0","1","100","D","1","D","11","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03952713","1","0","1","120","D","1","D","11","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03953043","1","0","2","195","D","1","D","10","D","1188","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03964713","1","0","1","195","D","1","D","12","D","689","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03965343","1","0","1","140","D","1","D","12","D","460","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03965733","1","0","1","100","D","1","D","12","D","268","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03965733","2","0","1","140","D","1","D","12","D","214","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966263","1","0","1","195","D","1","D","11","D","1900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966323","1","0","1","120","D","1","D","11","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966323","2","0","1","100","D","1","D","11","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966323","3","0","1","180","D","1","D","12","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966553","1","0","1","160","D","1","D","01","D","1100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966553","2","0","1","195","D","1","D","11","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966653","1","0","1","120","D","1","D","01","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966973","1","0","2","120","D","1","D","11","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03966983","1","0","1","120","D","1","D","01","D","64","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967083","1","0","1","120","D","1","D","12","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967083","2","0","1","140","D","1","D","12","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967083","3","0","1","195","D","1","D","12","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967083","4","0","1","195","D","1","D","12","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967303","1","0","1","140","D","1","D","11","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967363","1","0","2","140","D","1","D","11","D","1485","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967543","1","0","2","195","D","1","D","11","D","1700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03967733","1","0","1","140","D","1","D","11","D","250","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03968983","1","0","1","120","D","1","D","11","D","93","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03969123","1","0","1","195","D","1","D","01","D","81","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03969563","1","0","1","120","D","1","D","01","D","55","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970073","1","0","1","160","D","1","D","01","D","350","D","","A","50","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970533","1","0","1","120","D","1","D","11","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971253","1","0","1","100","D","1","D","11","D","1013","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971523","1","0","1","195","D","1","D","01","D","1800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971653","1","0","1","195","D","1","D","12","D","795","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972313","1","0","1","120","D","1","D","12","D","212","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973373","1","0","1","220","D","1","D","12","D","","H","","A","","H","120","D","100","D","160","D","140","D","","A","","A","","A","","A","","A"
"20191","03973373","1","1","1","120","D","1","D","12","D","34","E","","A","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973373","1","2","1","100","D","1","D","12","D","853","E","","A","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973373","1","3","1","160","D","1","D","12","D","187","E","","A","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973373","1","4","1","140","D","1","D","12","D","426","E","","A","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973523","1","0","1","140","D","1","D","11","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974103","1","0","1","140","D","1","D","11","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975143","1","0","1","180","D","1","D","01","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975253","1","0","1","195","D","1","D","12","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986903","1","0","2","195","D","1","D","12","D","940","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987323","1","0","1","195","D","1","D","01","D","831","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987353","1","0","1","120","D","1","D","01","D","139","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987473","1","0","1","120","D","1","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988463","1","0","1","195","D","1","D","01","D","44","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988463","2","0","1","195","D","1","D","01","D","44","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989063","1","0","1","195","D","2","D","","A","","A","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989213","1","0","1","120","D","1","D","02","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989503","1","0","2","120","D","1","D","12","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989623","1","0","1","120","D","1","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989633","1","0","1","180","D","1","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989883","1","0","1","195","D","1","D","01","D","617","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990103","1","0","1","120","D","1","D","01","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990103","2","0","1","100","D","1","D","02","D","303","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990103","3","0","1","140","D","1","D","01","D","486","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990673","1","0","1","195","D","1","D","01","D","213","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991063","1","0","1","120","D","1","D","12","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991103","1","0","2","195","D","1","D","12","D","405","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991253","1","0","1","195","D","1","D","01","D","1400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991413","1","0","1","195","D","1","D","01","D","340","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991663","1","0","1","210","D","1","D","01","D","680","D","","A","99","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991663","2","0","1","140","D","1","D","01","D","1100","D","","A","99","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991663","3","0","1","160","D","1","D","01","D","439","D","","A","49","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991663","4","0","1","195","D","1","D","01","D","399","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991663","5","0","1","195","D","1","D","01","D","499","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991723","1","0","1","195","D","1","D","01","D","875","D","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991843","1","0","1","120","D","1","D","02","D","67","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992003","1","0","1","195","D","1","D","02","D","666","D","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992253","1","0","1","120","D","1","D","01","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992313","1","0","2","100","D","1","D","12","D","4300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992323","1","0","1","140","D","1","D","12","D","800","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992763","1","0","1","195","D","1","D","01","D","482","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03993043","1","0","1","120","D","1","D","12","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03993813","1","0","1","160","D","1","D","01","D","1100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03993943","1","0","1","140","D","1","D","01","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
